cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
95.58,90.14,84.85,3.81,84.67,637,1402.07,1,21,1,162.48,40.9,53.65,Critical
73.46,52.46,83.19,1.65,65.31,395,1379.19,2,10,1,117.21,26.07,73.93,Warning
28.21,52.91,36.71,1.0,41.48,290,221.82,5,20,1,42.07,18.32,114.58,Good
61.81,57.67,80.19,2.29,55.25,519,1375.35,5,20,1,105.25,32.76,83.95,Warning
41.89,41.57,48.46,0.08,43.75,252,579.9,6,2,0,43.27,9.59,128.42,Good
34.19,53.33,24.56,0.25,21.16,134,281.9,3,0,0,37.41,7.48,110.35,Good
84.88,82.14,82.45,4.4,91.91,764,1663.4,3,22,0,155.33,44.64,56.62,Critical
55.05,61.92,78.46,1.28,67.55,279,1483.12,3,19,1,99.44,25.41,85.96,Warning
58.38,83.14,68.56,1.07,59.01,511,1139.44,2,7,0,101.95,21.61,85.5,Warning
37.07,36.05,18.59,0.45,47.62,156,693.3,6,10,1,42.05,13.94,121.33,Good
78.7,65.35,65.12,1.61,68.27,285,655.61,3,5,0,96.23,19.79,89.15,Warning
26.25,44.91,20.39,0.92,33.0,254,80.16,5,21,1,38.24,14.64,124.33,Good
81.73,80.6,95.38,3.71,95.2,616,1971.62,2,9,1,162.75,41.52,48.32,Critical
74.79,61.55,72.99,0.99,73.85,273,1311.43,5,13,0,87.17,17.13,86.26,Warning
84.66,56.76,76.9,1.6,61.55,282,637.82,5,17,0,81.14,21.74,80.39,Warning
92.18,90.24,85.93,4.58,83.32,635,1703.35,3,7,0,161.78,41.34,46.35,Critical
20.76,55.38,44.84,0.07,43.31,246,472.81,5,8,1,48.67,11.86,120.54,Good
66.58,65.49,68.33,0.76,59.38,494,1413.11,5,7,0,91.13,20.63,102.04,Warning
80.29,60.0,77.68,1.13,76.5,373,1372.14,5,15,0,101.12,22.18,94.78,Warning
43.82,51.4,20.33,0.97,13.38,298,94.74,5,8,1,43.68,13.96,125.55,Good
29.48,39.54,12.9,0.49,27.05,291,301.03,4,12,0,30.08,7.26,122.45,Good
39.57,59.78,39.34,0.61,26.4,149,155.18,3,18,1,47.04,13.74,111.55,Good
96.38,78.12,99.54,4.96,98.73,905,1476.45,3,20,1,180.16,54.04,33.34,Critical
14.77,35.48,30.64,0.63,38.3,56,466.45,7,18,1,37.0,15.27,122.82,Good
35.29,36.38,44.78,0.4,37.34,97,692.65,4,19,1,66.34,11.11,116.21,Good
88.83,82.32,91.77,2.84,91.23,711,1496.98,2,2,0,148.46,35.9,63.69,Critical
69.92,75.14,78.84,0.95,58.45,488,1060.55,4,23,0,94.16,21.46,89.63,Warning
31.75,49.68,18.66,0.77,16.67,280,354.81,5,4,0,24.91,8.21,128.36,Good
82.7,73.6,56.85,0.8,55.09,495,1346.72,3,4,0,94.45,17.69,85.39,Warning
92.63,84.95,82.41,3.23,99.57,757,1764.25,3,17,0,148.59,37.03,60.99,Critical
81.6,84.48,98.29,3.36,94.25,930,1701.98,2,12,0,151.89,40.48,50.41,Critical
81.03,53.26,61.7,1.2,47.06,578,973.81,4,5,0,92.16,17.55,84.85,Warning
95.33,94.65,89.19,2.55,83.44,969,1549.23,3,22,0,146.57,34.35,73.1,Critical
23.95,58.67,48.19,0.88,28.4,264,294.9,6,15,0,46.33,10.15,122.4,Good
26.52,25.0,28.22,0.04,20.9,287,403.4,5,4,0,19.75,9.35,147.27,Good
47.36,41.83,24.95,0.95,43.8,271,499.95,3,13,0,61.15,11.31,110.22,Good
86.58,85.17,98.13,4.39,99.63,711,1979.59,3,2,0,165.35,44.75,41.57,Critical
63.93,68.96,83.37,1.12,57.38,588,964.43,4,3,0,97.15,21.71,91.85,Warning
11.72,54.9,43.85,0.23,49.39,79,550.48,4,3,0,39.79,10.31,122.02,Good
63.75,61.24,50.53,1.96,73.43,449,1461.14,2,5,0,103.09,22.52,87.4,Warning
63.77,75.99,67.7,0.82,68.07,506,637.7,5,8,1,88.91,21.75,96.92,Warning
77.56,62.61,58.24,2.36,77.86,261,723.11,4,15,0,101.01,26.47,81.96,Warning
36.42,31.9,50.76,0.41,18.32,248,497.78,7,18,1,35.91,16.14,127.65,Good
50.63,30.58,17.68,0.59,17.0,121,657.03,3,21,1,54.18,14.0,125.5,Good
22.7,41.53,18.02,0.91,35.9,67,563.07,5,5,0,34.1,8.6,118.47,Good
94.92,77.11,94.82,4.19,85.63,819,1432.38,1,21,1,183.48,45.72,44.1,Critical
97.62,88.41,99.81,4.25,84.17,914,1910.06,2,20,1,168.97,46.87,34.19,Critical
61.09,81.94,72.9,1.75,81.17,312,1330.01,4,1,0,95.99,26.62,87.11,Warning
53.63,56.75,27.13,0.52,28.64,52,653.29,6,17,0,33.16,12.07,133.5,Good
31.34,55.47,20.84,0.79,37.03,232,131.33,5,4,0,36.69,12.58,127.54,Good
90.03,97.05,80.8,4.81,83.93,726,1624.9,2,11,1,165.28,46.06,44.93,Critical
79.57,81.06,69.22,2.39,45.23,344,1240.12,5,8,1,104.05,31.81,91.1,Warning
94.74,75.42,89.93,4.04,93.79,917,1734.87,2,4,0,159.16,42.68,49.05,Critical
24.5,56.88,49.94,0.41,11.53,243,483.5,7,4,0,26.69,13.35,132.02,Good
83.16,75.64,99.66,4.9,91.29,718,1890.22,3,5,0,165.62,44.77,46.32,Critical
83.66,80.36,85.78,4.94,99.77,643,1452.2,3,23,0,164.23,43.97,41.8,Critical
22.69,23.53,53.68,0.4,46.05,161,268.92,4,6,0,34.32,17.91,110.92,Good
84.01,74.22,58.8,2.32,56.76,533,727.24,5,18,1,114.99,29.75,85.45,Warning
24.18,20.35,10.43,0.33,39.1,145,484.98,3,9,1,38.85,9.26,120.84,Good
86.27,86.35,88.58,4.43,89.62,699,1527.05,1,4,0,161.66,41.15,46.58,Critical
44.36,48.42,17.19,0.48,29.26,64,495.36,3,5,0,44.74,10.55,117.93,Good
22.03,47.24,54.19,0.8,41.09,239,479.87,3,4,0,53.19,15.46,109.68,Good
53.92,34.37,25.28,0.15,44.33,250,671.84,5,8,1,52.32,13.41,115.24,Good
72.27,69.28,83.6,1.6,78.85,272,836.45,2,12,0,105.37,29.22,79.82,Warning
49.83,25.58,39.86,0.78,35.24,92,475.73,3,12,0,58.78,14.25,108.86,Good
86.11,98.12,86.59,2.68,99.88,995,1679.56,1,12,0,150.07,36.8,58.24,Critical
61.28,75.86,64.28,1.52,80.91,379,1125.45,3,4,0,104.89,25.15,93.95,Warning
34.09,56.51,10.7,0.64,12.95,279,147.93,6,19,1,29.02,12.22,128.49,Good
33.14,51.9,47.46,0.85,23.54,270,187.92,5,4,0,50.44,10.17,110.46,Good
80.31,64.07,78.22,0.73,80.8,435,671.73,4,2,0,103.21,24.65,84.25,Warning
99.49,81.78,94.06,4.82,93.73,908,1656.35,3,3,0,177.33,45.53,38.57,Critical
72.6,57.58,63.39,1.67,60.34,315,1011.59,3,8,1,104.02,27.67,87.46,Warning
17.69,59.56,42.65,0.05,38.15,80,625.66,6,8,1,41.68,12.81,133.66,Good
85.09,97.68,92.74,3.6,99.64,804,1960.18,3,23,0,161.71,41.13,50.53,Critical
56.7,73.24,58.43,0.74,61.38,646,791.91,2,18,1,94.96,23.8,97.36,Warning
11.27,36.33,36.22,0.71,42.4,101,278.85,5,8,1,50.69,13.0,108.29,Good
80.57,92.26,91.89,2.86,83.32,608,1788.51,2,15,0,142.07,34.97,57.2,Warning
94.51,80.06,93.8,2.53,86.1,830,1893.8,2,6,0,146.09,36.98,54.53,Critical
60.38,80.94,61.83,1.65,68.79,482,822.81,4,8,1,97.86,24.21,85.28,Warning
84.38,54.35,63.05,2.36,80.07,318,1054.46,4,11,1,117.91,34.46,81.32,Warning
71.45,53.17,62.34,0.6,64.1,591,1135.44,4,10,1,88.05,20.11,94.41,Warning
73.19,79.6,60.35,2.32,74.75,261,1394.45,4,16,0,102.58,24.67,81.0,Warning
70.61,61.18,76.23,1.93,56.23,398,1053.37,3,15,0,95.7,25.69,86.39,Warning
45.99,24.81,15.61,0.95,42.78,225,618.73,4,1,0,49.58,14.63,120.15,Good
32.48,58.42,25.46,0.97,33.33,147,503.67,7,8,1,46.16,12.99,127.99,Good
50.94,20.54,34.69,0.16,21.31,35,174.17,7,13,0,31.16,9.87,138.14,Good
99.96,95.96,91.15,2.98,93.63,612,1848.91,3,15,0,144.85,35.17,55.1,Warning
53.72,20.74,38.17,0.52,22.93,101,406.17,4,9,1,50.11,8.98,118.77,Good
61.34,76.08,72.62,2.35,51.76,328,1296.62,5,21,1,99.5,29.59,91.66,Warning
35.85,20.52,31.38,0.09,27.16,257,590.51,5,6,0,27.38,8.51,130.19,Good
76.92,53.3,68.5,1.08,83.9,492,1464.68,4,12,0,103.02,24.9,86.76,Warning
42.98,49.46,10.83,0.36,10.78,55,186.88,7,21,1,22.49,7.09,137.22,Good
16.74,58.05,18.62,0.86,14.59,50,439.63,5,21,1,34.49,12.23,132.33,Good
91.71,92.81,88.32,4.79,96.48,944,1745.83,1,0,0,167.36,46.33,36.47,Critical
94.58,77.6,96.63,4.21,80.65,818,1532.16,3,12,0,160.2,43.18,48.34,Critical
80.5,58.65,56.13,2.2,53.52,389,984.44,2,8,1,105.05,24.24,83.72,Warning
54.73,25.56,35.17,0.67,47.48,55,209.74,3,15,0,49.36,14.78,115.68,Good
86.45,93.23,84.66,3.57,97.8,881,1507.73,3,23,0,152.74,39.66,57.65,Critical
74.99,62.79,52.08,2.16,51.84,685,729.13,3,20,1,103.99,27.59,90.61,Warning
53.73,25.88,44.49,0.03,34.98,270,441.59,5,16,0,37.94,12.28,120.37,Good
82.21,96.67,90.88,2.6,89.29,856,1752.63,2,2,0,144.37,37.01,61.62,Warning
96.01,97.21,86.7,3.77,95.59,840,1622.95,1,21,1,172.48,40.54,41.93,Critical
48.34,35.24,43.66,0.18,26.98,171,140.1,5,8,1,41.7,9.5,124.92,Good
80.9,56.1,50.67,1.8,47.14,524,957.27,2,3,0,101.51,22.75,94.45,Warning
45.62,27.41,46.69,0.61,13.92,197,475.92,4,2,0,40.56,9.39,119.28,Good
47.69,39.59,46.66,0.31,25.91,296,644.96,4,4,0,48.98,11.13,111.71,Good
10.71,39.08,14.3,0.19,43.87,199,243.14,3,13,0,23.33,9.98,127.26,Good
38.25,52.41,36.58,0.42,33.36,294,226.04,6,8,1,42.41,14.88,124.53,Good
32.37,28.76,54.28,0.85,11.05,286,337.48,4,19,1,49.97,12.37,117.42,Good
81.74,87.24,80.2,4.92,95.03,987,1850.14,1,21,1,182.49,48.66,46.75,Critical
42.04,56.57,22.04,0.23,14.18,215,398.26,7,23,0,25.02,7.87,130.76,Good
63.66,67.86,55.88,1.78,49.63,310,867.27,2,8,1,96.13,26.22,82.01,Warning
90.35,97.4,86.93,4.65,81.08,982,1465.35,2,3,0,162.76,45.35,49.94,Critical
86.15,86.64,97.3,4.45,87.87,837,1564.24,2,14,0,163.0,44.32,44.64,Critical
42.44,38.37,40.61,0.61,49.39,124,469.05,6,3,0,43.17,13.48,118.65,Good
99.79,86.81,99.39,3.87,89.19,948,1742.06,2,23,0,161.69,45.07,46.57,Critical
97.13,85.22,80.44,4.09,94.82,606,1556.38,1,21,1,168.89,40.36,49.79,Critical
60.4,56.97,82.37,0.98,57.43,304,1459.76,3,16,0,79.98,21.07,92.02,Warning
95.49,85.11,89.89,3.39,99.71,986,1529.88,2,20,1,167.16,42.99,49.15,Critical
79.24,58.85,68.88,1.56,61.86,607,1450.83,4,3,0,110.96,26.21,97.33,Warning
75.08,54.26,59.3,2.17,81.15,685,616.76,3,1,0,107.52,31.96,86.22,Warning
20.77,53.21,44.26,0.34,35.51,181,627.74,5,22,0,35.23,13.21,116.07,Good
74.4,64.17,67.95,1.95,64.05,649,1450.02,2,9,1,127.8,28.24,67.52,Warning
54.51,30.42,28.73,0.68,45.04,201,285.78,5,6,0,36.48,9.83,106.43,Good
89.3,82.39,95.5,4.64,88.41,766,1556.05,1,3,0,166.78,41.64,43.41,Critical
81.88,54.88,75.36,1.53,49.48,529,1148.52,3,8,1,107.28,26.79,86.71,Warning
31.17,27.29,36.87,0.69,28.74,278,354.62,7,3,0,28.13,11.52,130.5,Good
94.81,94.41,80.51,3.74,90.57,776,1661.81,1,8,1,173.64,43.19,49.73,Critical
57.18,51.45,53.56,0.67,66.9,318,1015.27,4,6,0,78.31,18.88,100.75,Good
18.06,29.68,34.83,0.93,32.96,50,581.6,5,22,0,30.57,16.12,121.0,Good
88.84,78.77,96.13,3.65,81.51,808,1575.11,2,1,0,153.33,39.08,56.34,Critical
42.24,55.44,10.01,0.69,40.68,220,197.24,7,4,0,27.86,13.18,132.64,Good
74.94,69.65,79.99,1.72,81.31,607,850.92,3,17,0,114.33,25.38,79.17,Warning
34.62,46.38,53.29,0.42,40.6,233,345.49,6,16,0,41.44,14.06,121.59,Good
99.75,91.06,97.74,3.0,84.92,922,1664.45,3,6,0,144.54,36.73,63.19,Warning
62.72,67.98,76.18,1.48,57.08,412,1196.7,5,18,1,87.32,23.58,92.44,Warning
77.26,77.26,63.12,2.03,45.26,434,1314.51,3,20,1,103.2,30.29,85.63,Warning
91.33,94.99,99.61,4.26,91.47,710,1624.69,2,17,0,164.6,46.16,40.64,Critical
79.08,60.37,53.39,1.54,66.15,474,1471.49,5,3,0,100.59,25.72,99.85,Warning
98.85,92.81,90.44,2.9,87.68,983,1835.12,2,18,1,160.82,42.61,52.78,Critical
17.33,55.63,13.42,0.8,19.34,113,271.29,6,21,1,31.87,10.38,126.77,Good
88.54,89.67,89.2,3.45,84.47,883,1500.77,2,20,1,162.17,41.91,57.13,Critical
10.16,54.83,24.69,0.41,27.85,70,454.08,4,19,1,35.4,11.49,121.47,Good
25.77,26.48,24.8,0.82,16.43,122,699.21,3,21,1,47.74,11.58,125.95,Good
76.57,60.96,51.18,2.12,50.16,680,738.56,3,10,1,113.11,27.23,91.98,Warning
76.39,71.31,84.43,0.88,62.96,540,1476.91,2,1,0,107.69,21.22,85.34,Warning
52.94,51.12,44.56,0.08,19.3,150,308.61,4,21,1,52.44,8.06,115.02,Good
88.2,78.1,80.21,4.3,94.29,855,1495.5,3,6,0,154.09,43.2,55.29,Critical
89.11,90.75,94.33,4.9,83.3,988,1560.93,2,20,1,169.42,48.01,54.73,Critical
66.87,54.41,67.11,1.54,53.08,276,851.33,3,4,0,88.68,22.95,97.12,Warning
18.88,39.85,41.74,0.49,16.55,170,612.62,6,14,0,25.91,11.19,125.6,Good
82.13,58.8,82.59,0.63,76.75,290,822.88,5,23,0,84.17,19.11,97.96,Warning
27.43,45.0,23.09,0.07,13.27,43,593.3,4,8,1,28.28,7.58,126.54,Good
36.01,40.91,31.65,0.31,15.51,262,329.52,6,0,0,30.0,6.02,131.95,Good
78.07,80.22,62.77,1.55,49.7,296,1193.7,4,13,0,91.38,22.55,98.53,Warning
17.55,28.15,45.85,0.27,41.84,293,649.56,3,13,0,43.91,12.9,123.26,Good
65.74,64.83,61.14,2.5,68.2,254,643.21,5,1,0,91.09,25.62,86.39,Warning
96.98,89.68,83.22,2.54,94.02,662,1542.63,1,19,1,150.94,38.99,53.13,Critical
86.32,81.32,90.3,4.99,96.09,672,1649.5,3,0,0,170.65,49.37,41.42,Critical
96.49,93.05,97.1,3.47,82.29,635,1552.96,1,10,1,170.98,42.88,49.78,Critical
45.68,39.55,42.92,0.38,23.89,99,348.06,7,8,1,35.42,10.7,130.11,Good
84.55,58.23,75.28,1.37,71.1,580,898.1,3,0,0,106.67,21.82,91.85,Warning
70.07,50.59,81.5,2.15,51.97,582,1420.02,2,5,0,118.95,24.86,68.48,Warning
75.1,51.44,63.63,1.79,56.33,347,1190.56,2,21,1,106.63,25.21,87.27,Warning
27.13,38.03,36.99,0.53,28.46,288,648.4,3,21,1,44.95,18.54,111.22,Good
49.78,41.75,11.81,0.92,29.57,111,286.61,7,3,0,32.81,9.72,131.27,Good
60.25,83.89,57.46,0.88,71.43,576,1145.82,5,0,0,90.07,20.88,97.57,Warning
32.13,54.26,18.7,0.24,12.51,157,684.58,5,5,0,32.31,4.51,131.37,Good
20.07,49.45,40.48,0.97,10.58,133,628.33,6,17,0,34.14,14.65,121.75,Good
85.65,77.69,88.66,3.04,88.59,927,1454.98,2,8,1,158.4,40.77,56.67,Critical
64.53,62.61,61.71,1.15,72.79,593,1252.7,5,17,0,90.09,23.6,94.32,Warning
68.59,57.79,75.84,2.31,54.41,640,845.99,2,15,0,110.53,25.64,78.55,Warning
87.25,84.65,94.03,2.73,81.62,718,1982.29,1,22,0,148.49,33.01,61.51,Critical
80.44,94.22,99.31,3.35,92.96,836,1533.72,3,20,1,157.53,44.74,58.38,Critical
56.84,66.47,54.57,1.93,72.23,564,1184.84,5,13,0,93.71,22.99,97.14,Warning
94.95,85.61,94.21,4.67,99.51,827,1471.26,2,6,0,169.03,45.4,38.02,Critical
74.98,77.36,56.4,1.11,62.93,579,888.46,2,18,1,110.95,20.34,94.64,Warning
44.07,29.22,36.41,0.19,38.59,69,227.62,3,18,1,47.95,11.9,125.25,Good
88.35,88.31,99.83,3.83,91.47,987,1820.29,1,21,1,182.48,44.61,33.63,Critical
96.48,97.3,98.81,3.62,93.13,919,1472.24,3,14,0,165.5,36.28,50.85,Critical
63.43,66.2,83.14,1.95,45.48,618,1097.56,2,20,1,117.75,27.49,74.22,Warning
54.29,41.69,39.81,0.28,22.87,245,665.26,5,14,0,49.83,10.03,123.14,Good
75.07,61.46,64.33,0.96,84.17,307,1301.62,3,17,0,98.13,21.42,81.18,Warning
93.71,77.75,99.38,3.06,84.41,689,1998.04,1,16,0,151.36,33.39,49.88,Critical
21.6,42.16,44.55,0.69,32.68,237,348.85,6,3,0,32.94,13.68,120.71,Good
14.28,22.77,32.71,0.64,23.09,236,227.67,5,9,1,30.35,14.41,131.43,Good
24.13,24.74,30.47,0.55,18.45,70,284.72,7,12,0,12.03,7.11,143.87,Good
31.25,40.67,48.46,0.73,13.17,259,125.66,7,15,0,26.11,11.61,132.26,Good
84.31,93.85,97.63,2.93,86.94,793,1842.42,1,13,0,160.36,35.02,51.44,Critical
77.97,59.48,73.35,1.21,67.95,434,739.8,2,4,0,97.92,19.22,83.35,Warning
17.19,38.92,44.32,1.0,41.5,277,412.79,7,15,0,37.96,11.93,115.89,Good
27.05,46.91,26.28,0.58,33.71,67,412.21,6,22,0,26.2,8.75,128.79,Good
98.25,76.37,81.6,3.11,85.1,653,1707.44,2,22,0,139.46,34.36,56.16,Warning
45.41,32.46,36.5,0.04,38.62,210,151.36,5,21,1,46.41,10.69,122.57,Good
10.04,54.77,40.22,0.1,36.56,280,151.43,6,21,1,30.27,15.2,122.75,Good
97.0,94.94,99.74,4.24,95.02,700,1971.1,1,22,0,183.93,42.25,43.02,Critical
63.33,71.88,83.66,2.17,49.35,276,923.25,3,21,1,114.01,30.56,74.09,Warning
89.18,81.1,98.36,3.68,88.16,982,1576.84,2,16,0,153.74,42.1,52.76,Critical
84.82,79.78,93.41,4.05,88.95,786,1571.04,3,19,1,155.78,44.92,57.81,Critical
82.44,68.94,67.61,1.08,57.21,325,923.03,5,22,0,90.51,20.15,108.79,Warning
31.13,42.56,10.75,0.79,21.82,244,662.04,3,0,0,34.16,11.94,134.91,Good
38.53,31.47,14.67,0.18,42.94,138,353.5,6,9,1,32.15,10.63,122.61,Good
46.06,41.59,17.06,0.47,12.73,137,271.2,6,1,0,24.56,5.62,129.62,Good
83.48,77.74,90.32,3.9,81.8,994,1670.28,2,20,1,156.13,41.38,51.62,Critical
91.51,95.66,82.55,3.59,92.19,643,1780.45,3,1,0,147.19,37.12,58.46,Critical
76.74,84.77,74.27,1.87,65.59,268,1382.5,3,21,1,114.95,28.37,85.12,Warning
82.49,91.34,85.91,4.4,84.81,631,1401.97,3,21,1,164.72,46.12,50.29,Critical
91.35,79.35,83.26,4.41,91.84,643,1940.27,1,11,1,173.47,44.21,47.77,Critical
75.54,71.09,84.15,2.38,62.11,555,1346.51,4,2,0,109.19,28.35,76.75,Warning
29.55,26.77,32.33,0.66,29.89,159,411.08,7,20,1,33.06,15.16,126.87,Good
64.71,70.5,60.55,1.77,59.7,290,803.55,3,0,0,94.01,20.6,81.86,Warning
53.26,29.79,21.13,0.94,46.04,125,612.07,5,18,1,57.98,17.58,114.31,Good
44.7,58.59,21.66,0.82,19.12,168,400.14,6,16,0,34.25,9.9,125.76,Good
84.34,78.25,59.67,1.92,75.53,253,1355.99,4,5,0,105.76,23.25,94.59,Warning
25.52,57.62,11.38,0.75,43.65,259,644.63,4,0,0,38.26,11.23,119.03,Good
67.58,67.65,83.3,1.34,80.27,453,1433.96,3,12,0,99.8,25.58,83.16,Warning
84.05,79.92,57.2,2.05,45.33,383,1259.49,3,18,1,102.9,23.59,85.32,Warning
77.9,74.98,73.19,0.51,50.69,557,1237.6,2,2,0,92.69,16.86,96.79,Warning
57.69,81.15,83.8,0.9,73.19,338,708.24,5,5,0,88.84,21.66,98.76,Warning
96.47,97.33,80.97,2.97,85.92,785,1484.09,2,23,0,149.35,36.72,57.96,Critical
71.43,61.7,72.06,0.64,50.81,279,655.63,5,18,1,79.56,17.88,110.82,Good
77.95,67.48,75.4,1.51,68.72,677,608.13,4,4,0,96.81,21.14,85.86,Warning
61.55,72.66,82.31,0.51,76.43,630,617.11,3,14,0,89.4,19.72,84.5,Warning
34.05,39.93,25.62,0.17,43.52,68,538.73,5,19,1,50.7,11.86,119.41,Good
74.27,73.85,57.39,2.09,64.17,475,1179.48,5,17,0,97.16,24.17,88.8,Warning
25.76,23.67,24.47,0.63,45.78,31,81.44,3,12,0,30.28,12.09,113.99,Good
85.21,84.83,90.1,4.73,97.38,868,1760.88,1,14,0,178.17,44.27,28.42,Critical
11.74,32.75,45.67,0.36,22.93,200,514.98,7,21,1,27.52,14.0,135.65,Good
43.33,51.14,47.4,0.31,37.26,282,333.27,4,11,1,60.05,15.13,103.06,Good
84.42,67.37,78.39,1.83,64.19,292,1011.72,2,8,1,116.77,26.55,74.09,Warning
25.87,49.14,37.5,0.08,35.51,214,80.77,5,21,1,31.52,14.2,128.8,Good
50.65,39.65,40.55,0.15,20.31,67,257.37,4,23,0,37.13,7.6,117.51,Good
14.24,28.81,20.07,0.94,27.3,45,140.23,6,0,0,28.12,8.17,129.39,Good
66.1,78.14,61.22,1.42,73.85,472,978.26,5,11,1,97.12,25.36,93.56,Warning
49.77,56.06,23.13,0.16,15.96,60,122.45,6,9,1,46.81,9.86,128.62,Good
20.79,27.86,34.86,0.87,30.44,261,636.21,4,16,0,40.44,12.64,114.15,Good
61.71,72.37,84.04,2.39,54.24,492,1122.48,3,13,0,105.47,30.12,81.84,Warning
58.35,77.66,52.78,0.54,75.79,492,1175.72,3,15,0,80.85,19.56,102.22,Warning
81.27,79.92,80.73,1.82,57.19,412,1245.3,4,22,0,109.29,24.4,83.79,Warning
93.66,91.39,91.11,3.23,92.42,702,1725.97,2,11,1,161.5,40.07,55.36,Critical
67.55,63.87,74.16,1.98,65.41,605,1317.06,4,23,0,108.17,26.85,90.08,Warning
56.65,70.09,81.52,2.06,76.45,272,779.05,5,12,0,98.51,24.3,87.6,Warning
63.6,53.34,81.21,0.52,45.07,319,731.94,5,22,0,58.96,13.45,106.87,Good
10.94,44.48,10.98,0.99,17.34,275,298.93,4,8,1,35.46,12.24,121.85,Good
84.77,72.64,53.89,2.19,83.67,694,1038.84,3,11,1,128.87,29.84,82.38,Warning
80.12,77.45,59.59,1.3,61.53,353,1376.34,5,13,0,77.28,17.38,102.93,Good
89.14,91.44,99.45,4.36,81.35,759,1745.19,3,2,0,167.01,48.49,44.97,Critical
57.16,64.8,77.67,2.11,80.7,258,812.73,3,4,0,107.99,29.99,74.55,Warning
36.86,52.71,31.39,0.74,10.77,221,552.99,3,23,0,49.69,7.48,116.65,Good
95.37,90.76,82.03,3.16,89.18,810,1402.27,2,23,0,156.22,33.88,55.56,Critical
59.04,68.93,82.26,0.56,55.7,438,658.72,5,8,1,87.24,23.13,97.55,Warning
30.4,45.56,49.49,0.52,24.94,85,251.66,3,11,1,57.23,14.04,115.95,Good
96.81,97.73,94.17,4.76,83.3,936,1785.05,2,3,0,170.0,45.54,38.58,Critical
27.21,35.75,54.95,0.3,42.82,236,559.56,6,7,0,42.92,13.71,122.33,Good
76.82,67.2,52.34,2.28,80.61,472,790.31,5,18,1,111.33,35.95,87.76,Warning
36.43,56.01,31.29,0.86,47.09,156,469.06,6,15,0,47.25,14.43,120.96,Good
24.85,45.6,33.71,0.54,41.8,258,486.98,3,14,0,45.8,15.98,104.4,Good
99.65,86.25,96.95,3.25,87.44,687,1795.78,2,22,0,152.11,36.28,50.05,Critical
66.07,78.25,78.03,2.09,67.68,430,951.25,4,4,0,101.77,28.14,74.04,Warning
89.06,98.44,98.29,3.13,88.04,767,1448.15,2,14,0,162.6,35.26,52.32,Critical
97.93,83.43,90.63,4.24,86.8,781,1548.19,2,3,0,157.9,41.04,41.61,Critical
63.82,59.67,80.43,0.79,64.82,279,1220.47,5,22,0,80.85,16.0,92.35,Warning
20.38,55.65,19.21,0.88,27.88,298,315.26,3,2,0,47.6,15.43,113.03,Good
59.52,66.14,69.07,2.4,59.66,332,1350.59,2,10,1,115.82,30.97,77.14,Warning
78.51,54.4,72.37,2.41,51.48,464,857.6,2,15,0,108.64,26.05,71.13,Warning
70.42,79.06,58.1,1.25,76.68,282,694.56,4,14,0,95.97,22.65,83.98,Warning
39.4,39.72,45.19,0.69,49.52,144,384.99,6,20,1,51.85,15.47,117.79,Good
72.18,69.52,78.91,0.87,75.06,300,848.84,4,4,0,88.42,21.48,86.4,Warning
34.52,58.95,41.28,0.49,41.08,41,382.63,3,21,1,66.02,12.51,108.64,Good
74.9,83.7,65.45,1.04,47.4,294,999.75,4,4,0,101.52,16.65,93.35,Warning
14.39,45.78,18.13,0.26,45.52,172,280.21,7,8,1,30.39,13.73,129.52,Good
48.95,43.22,30.64,0.55,25.04,146,669.95,7,20,1,47.36,11.94,119.81,Good
20.07,25.8,18.3,0.06,45.54,297,674.89,6,9,1,31.77,10.62,130.12,Good
23.9,21.74,23.92,0.06,19.44,253,69.09,7,5,0,12.28,7.15,143.96,Good
18.87,33.19,37.42,0.37,36.92,147,321.55,6,18,1,31.97,17.41,127.73,Good
47.62,48.87,20.53,0.97,36.59,210,152.39,7,2,0,33.2,10.8,124.92,Good
83.77,83.58,76.94,2.46,84.92,673,947.58,5,1,0,111.7,29.55,78.63,Warning
82.97,84.58,81.38,3.81,91.94,822,1704.06,3,11,1,151.39,41.03,60.38,Critical
77.41,80.93,76.84,0.57,78.09,339,1160.71,4,3,0,99.28,18.31,83.85,Warning
48.9,43.26,42.82,0.24,20.56,134,495.51,5,15,0,42.73,8.13,120.83,Good
23.73,52.46,47.42,0.33,33.7,236,309.48,4,16,0,45.64,10.16,112.72,Good
42.61,45.76,18.01,0.79,21.97,95,324.67,5,7,0,36.52,10.23,134.68,Good
65.23,75.41,73.92,1.74,69.72,352,847.54,4,15,0,94.82,23.35,84.27,Warning
66.28,78.54,65.08,1.84,57.33,679,1410.09,2,3,0,110.22,25.17,83.17,Warning
55.1,66.61,57.01,1.15,84.15,465,1067.08,4,16,0,91.0,20.35,87.92,Warning
34.51,42.13,20.23,0.71,39.32,192,307.24,4,1,0,34.57,9.92,118.06,Good
81.73,82.31,80.91,4.45,80.79,636,1820.65,1,11,1,165.78,42.69,39.72,Critical
23.17,21.78,42.68,0.9,35.34,28,55.02,3,9,1,47.04,17.29,105.19,Good
73.78,75.7,77.47,1.8,62.51,478,1239.92,3,21,1,105.45,30.74,80.78,Warning
